measurement,y_z1,y_z2
161,-0.42974796891212463,0.03170531615614891
162,-0.7479031682014465,0.07549052685499191
163,-1.715463638305664,0.16743315756320953
164,-1.4134011268615723,0.08228077739477158
165,-0.17039267718791962,0.06236745044589043
166,-1.0617408752441406,0.11868157237768173
167,-0.1873461753129959,0.02365793287754059
168,-0.12619823217391968,-0.006308046635240316
169,0.5671247839927673,0.011477500200271606
170,-0.04372929036617279,0.042622555047273636
171,-0.17399360239505768,-0.01067300047725439
172,0.09182018041610718,-0.006158092524856329
173,2.385530471801758,0.14149810373783112
174,-0.563859224319458,0.1255674809217453
175,-1.4628400802612305,0.1835668832063675
176,1.0166593790054321,0.16162437200546265
177,0.5167668461799622,0.04888949915766716
178,1.0224804878234863,0.07533854246139526
179,-0.8707950711250305,0.05894486606121063
180,0.05739795044064522,0.04298342391848564
181,-0.20013846457004547,0.04673556983470917
182,1.1773802042007446,0.12554295361042023
183,-0.9595813155174255,0.013563808985054493
184,1.1212716102600098,0.11969166249036789
185,-0.14918053150177002,0.005793896969407797
186,1.1234683990478516,0.1283382922410965
187,-0.99124675989151,0.11072208732366562
188,0.8911892771720886,0.09253787994384766
189,-0.9561883807182312,0.11891061812639236
190,-0.2583625614643097,0.1066882386803627
191,0.6205927133560181,0.10682938247919083
192,-0.5950705409049988,0.05546792969107628
193,0.7301300168037415,0.07588642090559006
194,-0.9869359135627747,0.11580585688352585
195,-1.0376954078674316,0.1106870099902153
196,-1.1367204189300537,0.19413216412067413
197,0.13217954337596893,0.041968733072280884
198,1.13418710231781,0.13945609331130981
199,1.8798151016235352,0.14264178276062012
200,0.048220906406641006,-0.005249215289950371
201,1.1178897619247437,0.14842309057712555
202,-0.6809148192405701,0.05604000762104988
203,0.06098397448658943,0.041914623230695724
204,-0.8474143147468567,0.09419719129800797
205,0.17739681899547577,0.030828995630145073
206,0.4395160675048828,0.04686148837208748
207,-1.422735333442688,0.02733786404132843
208,1.0472568273544312,0.10366623848676682
209,-1.6990386247634888,0.28734442591667175
210,1.312972903251648,0.12942643463611603
211,-1.992391586303711,0.21403278410434723
212,0.7108669281005859,0.09952738136053085
213,-0.22633914649486542,0.03352971747517586
214,0.4549429416656494,-0.01948896050453186
215,0.8781580924987793,0.1200617179274559
216,-1.1059623956680298,0.09437372535467148
217,-0.025783024728298187,-0.03857100382447243
218,0.07326721400022507,0.04628277197480202
219,1.0447779893875122,0.14227014780044556
220,-0.7999483942985535,0.07241502404212952
221,0.073179692029953,-0.05131538584828377
222,-0.8561315536499023,0.09134697914123535
223,-0.0232046190649271,0.03166136518120766
224,-0.24440224468708038,0.05558185279369354
225,1.3335131406784058,0.25467678904533386
226,1.7642935514450073,0.2634081542491913
227,0.5723509192466736,0.049576979130506516
228,1.8218339681625366,0.13826344907283783
229,1.154964804649353,0.12755416333675385
230,-1.8726921081542969,0.39140841364860535
231,1.2580851316452026,0.13910098373889923
232,0.10001661628484726,0.04398508369922638
233,-1.067961573600769,0.06358496099710464
234,0.012917191721498966,0.04091091826558113
235,-0.20173023641109467,-0.004996846430003643
236,-0.7647047638893127,0.06526169925928116
237,1.763848900794983,0.15379388630390167
238,-0.1202269196510315,0.018435772508382797
239,0.11752236634492874,-0.026068538427352905
240,-0.22935642302036285,0.10621979087591171
241,-0.4882492125034332,-0.043265294283628464
242,1.6650882959365845,0.1893802136182785
243,1.3205820322036743,0.1660558432340622
244,1.995640754699707,0.19717258214950562
245,1.186700463294983,0.11548149585723877
246,-0.12342675775289536,-0.021705778315663338
247,-0.06645986437797546,0.0001770344824763015
248,1.826166033744812,0.1239471435546875
249,1.1454745531082153,0.1274147778749466
250,1.351881504058838,0.1550818383693695
251,-1.1159995794296265,0.1594836562871933
252,-0.055134836584329605,-0.00185498408973217
253,1.4258795976638794,0.1366659551858902
254,0.9160240292549133,0.09919187426567078
255,-0.1156197115778923,0.0458940751850605
