template_id,order,frame_id,prompt_idx,prompt,io_name,s_name,io_token,s_token
abba_t0,ABBA,t0,39,"Then, David and Emily went to the store. Emily gave a ring to",David,Emily,3271,17608
abba_t0,ABBA,t0,40,"Then, Rachel and David went to the store. David gave a ring to",Rachel,David,15984,3271
abba_t0,ABBA,t0,41,"Then, Steven and Nancy went to the store. Nancy gave a ring to",Steven,Nancy,8239,18496
abba_t0,ABBA,t0,42,"Then, Bob and James went to the store. James gave a ring to",Bob,James,5811,3700
abba_t0,ABBA,t0,43,"Then, Helen and Kevin went to the store. Kevin gave a ring to",Helen,Kevin,22695,7939
abba_t0,ABBA,t0,44,"Then, Emily and Karen went to the store. Karen gave a ring to",Emily,Karen,17608,18678
abba_t0,ABBA,t0,45,"Then, Tom and Karen went to the store. Karen gave a ring to",Tom,Karen,4186,18678
abba_t0,ABBA,t0,46,"Then, Scott and Robert went to the store. Robert gave a ring to",Scott,Robert,4746,5199
abba_t0,ABBA,t0,47,"Then, Bob and David went to the store. David gave a ring to",Bob,David,5811,3271
abba_t0,ABBA,t0,48,"Then, Eric and Jacob went to the store. Jacob gave a ring to",Eric,Jacob,7651,12806
abba_t0,ABBA,t0,49,"Then, Helen and Anna went to the store. Anna gave a ring to",Helen,Anna,22695,11735
abba_t0,ABBA,t0,50,"Then, Alice and Jessica went to the store. Jessica gave a ring to",Alice,Jessica,14862,17352
abba_t0,ABBA,t0,51,"Then, Scott and Jessica went to the store. Jessica gave a ring to",Scott,Jessica,4746,17352
abba_t0,ABBA,t0,52,"Then, Steven and Alice went to the store. Alice gave a ring to",Steven,Alice,8239,14862
abba_t0,ABBA,t0,53,"Then, Scott and David went to the store. David gave a ring to",Scott,David,4746,3271
abba_t0,ABBA,t0,54,"Then, Jason and Helen went to the store. Helen gave a ring to",Jason,Helen,8982,22695
abba_t0,ABBA,t0,55,"Then, Scott and James went to the store. James gave a ring to",Scott,James,4746,3700
abba_t0,ABBA,t0,56,"Then, Scott and Kevin went to the store. Kevin gave a ring to",Scott,Kevin,4746,7939
abba_t0,ABBA,t0,57,"Then, Jessica and Robert went to the store. Robert gave a ring to",Jessica,Robert,17352,5199
abba_t0,ABBA,t0,58,"Then, Bob and Lisa went to the store. Lisa gave a ring to",Bob,Lisa,5811,15378
abba_t0,ABBA,t0,59,"Then, Karen and Daniel went to the store. Daniel gave a ring to",Karen,Daniel,18678,7806
abba_t0,ABBA,t0,60,"Then, David and Kevin went to the store. Kevin gave a ring to",David,Kevin,3271,7939
abba_t0,ABBA,t0,61,"Then, Emily and Jessica went to the store. Jessica gave a ring to",Emily,Jessica,17608,17352
abba_t0,ABBA,t0,62,"Then, Sarah and James went to the store. James gave a ring to",Sarah,James,10490,3700
abba_t0,ABBA,t0,63,"Then, Jason and Sarah went to the store. Sarah gave a ring to",Jason,Sarah,8982,10490
abba_t0,ABBA,t0,64,"Then, Mary and Lisa went to the store. Lisa gave a ring to",Mary,Lisa,5335,15378
abba_t0,ABBA,t0,65,"Then, Susan and Michael went to the store. Michael gave a ring to",Susan,Michael,14919,3899
abba_t0,ABBA,t0,66,"Then, Anna and Bob went to the store. Bob gave a ring to",Anna,Bob,11735,5811
abba_t0,ABBA,t0,67,"Then, Bob and Susan went to the store. Susan gave a ring to",Bob,Susan,5811,14919
abba_t0,ABBA,t0,68,"Then, Brian and Tom went to the store. Tom gave a ring to",Brian,Tom,8403,4186
abba_t0,ABBA,t0,69,"Then, Helen and Mary went to the store. Mary gave a ring to",Helen,Mary,22695,5335
abba_t0,ABBA,t0,70,"Then, Jason and Bob went to the store. Bob gave a ring to",Jason,Bob,8982,5811
abba_t0,ABBA,t0,71,"Then, Eric and Steven went to the store. Steven gave a ring to",Eric,Steven,7651,8239
abba_t0,ABBA,t0,72,"Then, Helen and Jason went to the store. Jason gave a ring to",Helen,Jason,22695,8982
abba_t0,ABBA,t0,73,"Then, Scott and Susan went to the store. Susan gave a ring to",Scott,Susan,4746,14919
abba_t0,ABBA,t0,74,"Then, Daniel and Jason went to the store. Jason gave a ring to",Daniel,Jason,7806,8982
abba_t0,ABBA,t0,75,"Then, Steven and Jacob went to the store. Jacob gave a ring to",Steven,Jacob,8239,12806
abba_t0,ABBA,t0,76,"Then, Karen and Emily went to the store. Emily gave a ring to",Karen,Emily,18678,17608
abba_t0,ABBA,t0,77,"Then, Nancy and James went to the store. James gave a ring to",Nancy,James,18496,3700
abba_t0,ABBA,t0,78,"Then, Eric and Susan went to the store. Susan gave a ring to",Eric,Susan,7651,14919
abba_t0,ABBA,t0,79,"Then, Kevin and Jason went to the store. Jason gave a ring to",Kevin,Jason,7939,8982
abba_t0,ABBA,t0,80,"Then, Emma and Kevin went to the store. Kevin gave a ring to",Emma,Kevin,18966,7939
abba_t0,ABBA,t0,81,"Then, Michael and Robert went to the store. Robert gave a ring to",Michael,Robert,3899,5199
abba_t0,ABBA,t0,82,"Then, Anna and Susan went to the store. Susan gave a ring to",Anna,Susan,11735,14919
abba_t0,ABBA,t0,83,"Then, Mark and Steven went to the store. Steven gave a ring to",Mark,Steven,2940,8239
abba_t0,ABBA,t0,84,"Then, Laura and Bob went to the store. Bob gave a ring to",Laura,Bob,16753,5811
abba_t0,ABBA,t0,85,"Then, David and Lisa went to the store. Lisa gave a ring to",David,Lisa,3271,15378
abba_t0,ABBA,t0,86,"Then, Alice and Anna went to the store. Anna gave a ring to",Alice,Anna,14862,11735
abba_t0,ABBA,t0,87,"Then, Kevin and Mark went to the store. Mark gave a ring to",Kevin,Mark,7939,2940
abba_t0,ABBA,t0,88,"Then, David and Nancy went to the store. Nancy gave a ring to",David,Nancy,3271,18496
abba_t0,ABBA,t0,89,"Then, James and Emily went to the store. Emily gave a ring to",James,Emily,3700,17608
abba_t0,ABBA,t0,90,"Then, John and Rachel went to the store. Rachel gave a ring to",John,Rachel,1757,15984
abba_t0,ABBA,t0,91,"Then, Michael and Alice went to the store. Alice gave a ring to",Michael,Alice,3899,14862
abba_t0,ABBA,t0,92,"Then, Steven and Emily went to the store. Emily gave a ring to",Steven,Emily,8239,17608
abba_t0,ABBA,t0,93,"Then, Laura and Karen went to the store. Karen gave a ring to",Laura,Karen,16753,18678
abba_t0,ABBA,t0,94,"Then, Sarah and David went to the store. David gave a ring to",Sarah,David,10490,3271
abba_t0,ABBA,t0,95,"Then, Emma and Jason went to the store. Jason gave a ring to",Emma,Jason,18966,8982
abba_t0,ABBA,t0,96,"Then, Mary and Alice went to the store. Alice gave a ring to",Mary,Alice,5335,14862
abba_t0,ABBA,t0,97,"Then, Karen and Tom went to the store. Tom gave a ring to",Karen,Tom,18678,4186
abba_t0,ABBA,t0,98,"Then, Nancy and Steven went to the store. Steven gave a ring to",Nancy,Steven,18496,8239
abba_t0,ABBA,t0,99,"Then, Emily and Mary went to the store. Mary gave a ring to",Emily,Mary,17608,5335
abba_t0,ABBA,t0,100,"Then, Jason and Kevin went to the store. Kevin gave a ring to",Jason,Kevin,8982,7939
abba_t0,ABBA,t0,101,"Then, Mark and Helen went to the store. Helen gave a ring to",Mark,Helen,2940,22695
abba_t0,ABBA,t0,102,"Then, Lisa and Susan went to the store. Susan gave a ring to",Lisa,Susan,15378,14919
abba_t0,ABBA,t0,103,"Then, Bob and John went to the store. John gave a ring to",Bob,John,5811,1757
abba_t0,ABBA,t0,104,"Then, Alice and Mark went to the store. Mark gave a ring to",Alice,Mark,14862,2940
abba_t0,ABBA,t0,105,"Then, James and Lisa went to the store. Lisa gave a ring to",James,Lisa,3700,15378
abba_t0,ABBA,t0,106,"Then, Alice and Daniel went to the store. Daniel gave a ring to",Alice,Daniel,14862,7806
abba_t0,ABBA,t0,107,"Then, Bob and Laura went to the store. Laura gave a ring to",Bob,Laura,5811,16753
abba_t0,ABBA,t0,108,"Then, Jason and Alice went to the store. Alice gave a ring to",Jason,Alice,8982,14862
abba_t0,ABBA,t0,109,"Then, John and James went to the store. James gave a ring to",John,James,1757,3700
abba_t0,ABBA,t0,110,"Then, Sarah and Steven went to the store. Steven gave a ring to",Sarah,Steven,10490,8239
abba_t0,ABBA,t0,111,"Then, James and Rachel went to the store. Rachel gave a ring to",James,Rachel,3700,15984
abba_t0,ABBA,t0,112,"Then, Karen and Mary went to the store. Mary gave a ring to",Karen,Mary,18678,5335
abba_t0,ABBA,t0,113,"Then, Helen and Susan went to the store. Susan gave a ring to",Helen,Susan,22695,14919
abba_t0,ABBA,t0,114,"Then, John and Scott went to the store. Scott gave a ring to",John,Scott,1757,4746
abba_t0,ABBA,t0,115,"Then, Emma and Lisa went to the store. Lisa gave a ring to",Emma,Lisa,18966,15378
abba_t0,ABBA,t0,116,"Then, Alice and Jason went to the store. Jason gave a ring to",Alice,Jason,14862,8982
abba_t0,ABBA,t0,117,"Then, Michael and Bob went to the store. Bob gave a ring to",Michael,Bob,3899,5811
abba_t0,ABBA,t0,118,"Then, Emily and Bob went to the store. Bob gave a ring to",Emily,Bob,17608,5811
abba_t0,ABBA,t0,119,"Then, Mark and Jessica went to the store. Jessica gave a ring to",Mark,Jessica,2940,17352
abba_t0,ABBA,t0,120,"Then, Laura and Emma went to the store. Emma gave a ring to",Laura,Emma,16753,18966
abba_t0,ABBA,t0,121,"Then, Sarah and Mary went to the store. Mary gave a ring to",Sarah,Mary,10490,5335
abba_t0,ABBA,t0,122,"Then, Jacob and Robert went to the store. Robert gave a ring to",Jacob,Robert,12806,5199
abba_t0,ABBA,t0,123,"Then, Alice and Steven went to the store. Steven gave a ring to",Alice,Steven,14862,8239
abba_t0,ABBA,t0,124,"Then, Daniel and James went to the store. James gave a ring to",Daniel,James,7806,3700
abba_t0,ABBA,t0,125,"Then, Michael and Laura went to the store. Laura gave a ring to",Michael,Laura,3899,16753
abba_t0,ABBA,t0,126,"Then, Eric and Rachel went to the store. Rachel gave a ring to",Eric,Rachel,7651,15984
abba_t0,ABBA,t0,127,"Then, Anna and Jason went to the store. Jason gave a ring to",Anna,Jason,11735,8982
baba_t0,BABA,t0,0,"Then, Daniel and Nancy went to the store. Daniel gave a ring to",Nancy,Daniel,18496,7806
baba_t0,BABA,t0,1,"Then, Eric and Brian went to the store. Eric gave a ring to",Brian,Eric,8403,7651
baba_t0,BABA,t0,2,"Then, Mary and Emma went to the store. Mary gave a ring to",Emma,Mary,18966,5335
baba_t0,BABA,t0,3,"Then, Jacob and Michael went to the store. Jacob gave a ring to",Michael,Jacob,3899,12806
baba_t0,BABA,t0,4,"Then, Daniel and Anna went to the store. Daniel gave a ring to",Anna,Daniel,11735,7806
baba_t0,BABA,t0,5,"Then, Karen and Helen went to the store. Karen gave a ring to",Helen,Karen,22695,18678
baba_t0,BABA,t0,6,"Then, Jessica and Jason went to the store. Jessica gave a ring to",Jason,Jessica,8982,17352
baba_t0,BABA,t0,7,"Then, Laura and Anna went to the store. Laura gave a ring to",Anna,Laura,11735,16753
baba_t0,BABA,t0,8,"Then, Eric and Kevin went to the store. Eric gave a ring to",Kevin,Eric,7939,7651
baba_t0,BABA,t0,9,"Then, James and Helen went to the store. James gave a ring to",Helen,James,22695,3700
baba_t0,BABA,t0,10,"Then, Tom and Jacob went to the store. Tom gave a ring to",Jacob,Tom,12806,4186
baba_t0,BABA,t0,11,"Then, Tom and Jessica went to the store. Tom gave a ring to",Jessica,Tom,17352,4186
baba_t0,BABA,t0,12,"Then, Alice and Brian went to the store. Alice gave a ring to",Brian,Alice,8403,14862
baba_t0,BABA,t0,13,"Then, Karen and Lisa went to the store. Karen gave a ring to",Lisa,Karen,15378,18678
baba_t0,BABA,t0,14,"Then, Helen and Michael went to the store. Helen gave a ring to",Michael,Helen,3899,22695
baba_t0,BABA,t0,15,"Then, Steven and Scott went to the store. Steven gave a ring to",Scott,Steven,4746,8239
baba_t0,BABA,t0,16,"Then, Lisa and Karen went to the store. Lisa gave a ring to",Karen,Lisa,18678,15378
baba_t0,BABA,t0,17,"Then, Tom and Eric went to the store. Tom gave a ring to",Eric,Tom,7651,4186
baba_t0,BABA,t0,18,"Then, Alice and Jessica went to the store. Alice gave a ring to",Jessica,Alice,17352,14862
baba_t0,BABA,t0,19,"Then, Bob and Rachel went to the store. Bob gave a ring to",Rachel,Bob,15984,5811
baba_t0,BABA,t0,20,"Then, Nancy and Eric went to the store. Nancy gave a ring to",Eric,Nancy,7651,18496
baba_t0,BABA,t0,21,"Then, David and Susan went to the store. David gave a ring to",Susan,David,14919,3271
baba_t0,BABA,t0,22,"Then, Scott and Anna went to the store. Scott gave a ring to",Anna,Scott,11735,4746
baba_t0,BABA,t0,23,"Then, Laura and Alice went to the store. Laura gave a ring to",Alice,Laura,14862,16753
baba_t0,BABA,t0,24,"Then, David and Emma went to the store. David gave a ring to",Emma,David,18966,3271
baba_t0,BABA,t0,25,"Then, Mark and Lisa went to the store. Mark gave a ring to",Lisa,Mark,15378,2940
baba_t0,BABA,t0,26,"Then, Anna and Scott went to the store. Anna gave a ring to",Scott,Anna,4746,11735
baba_t0,BABA,t0,27,"Then, Nancy and Robert went to the store. Nancy gave a ring to",Robert,Nancy,5199,18496
baba_t0,BABA,t0,28,"Then, Michael and Jacob went to the store. Michael gave a ring to",Jacob,Michael,12806,3899
baba_t0,BABA,t0,29,"Then, Karen and Mary went to the store. Karen gave a ring to",Mary,Karen,5335,18678
baba_t0,BABA,t0,30,"Then, Scott and Helen went to the store. Scott gave a ring to",Helen,Scott,22695,4746
baba_t0,BABA,t0,31,"Then, John and Helen went to the store. John gave a ring to",Helen,John,22695,1757
baba_t0,BABA,t0,32,"Then, Rachel and Bob went to the store. Rachel gave a ring to",Bob,Rachel,5811,15984
baba_t0,BABA,t0,33,"Then, Daniel and Jason went to the store. Daniel gave a ring to",Jason,Daniel,8982,7806
baba_t0,BABA,t0,34,"Then, Jason and Steven went to the store. Jason gave a ring to",Steven,Jason,8239,8982
baba_t0,BABA,t0,35,"Then, Susan and Karen went to the store. Susan gave a ring to",Karen,Susan,18678,14919
baba_t0,BABA,t0,36,"Then, John and Mark went to the store. John gave a ring to",Mark,John,2940,1757
baba_t0,BABA,t0,37,"Then, Anna and Lisa went to the store. Anna gave a ring to",Lisa,Anna,15378,11735
baba_t0,BABA,t0,38,"Then, Nancy and Jason went to the store. Nancy gave a ring to",Jason,Nancy,8982,18496
baba_t0,BABA,t0,39,"Then, Emily and David went to the store. Emily gave a ring to",David,Emily,3271,17608
baba_t0,BABA,t0,40,"Then, David and Rachel went to the store. David gave a ring to",Rachel,David,15984,3271
baba_t0,BABA,t0,41,"Then, Nancy and Steven went to the store. Nancy gave a ring to",Steven,Nancy,8239,18496
baba_t0,BABA,t0,42,"Then, James and Bob went to the store. James gave a ring to",Bob,James,5811,3700
baba_t0,BABA,t0,43,"Then, Kevin and Helen went to the store. Kevin gave a ring to",Helen,Kevin,22695,7939
baba_t0,BABA,t0,44,"Then, Karen and Emily went to the store. Karen gave a ring to",Emily,Karen,17608,18678
baba_t0,BABA,t0,45,"Then, Karen and Tom went to the store. Karen gave a ring to",Tom,Karen,4186,18678
baba_t0,BABA,t0,46,"Then, Robert and Scott went to the store. Robert gave a ring to",Scott,Robert,4746,5199
baba_t0,BABA,t0,47,"Then, David and Bob went to the store. David gave a ring to",Bob,David,5811,3271
baba_t0,BABA,t0,48,"Then, Jacob and Eric went to the store. Jacob gave a ring to",Eric,Jacob,7651,12806
baba_t0,BABA,t0,49,"Then, Anna and Helen went to the store. Anna gave a ring to",Helen,Anna,22695,11735
baba_t0,BABA,t0,50,"Then, Jessica and Alice went to the store. Jessica gave a ring to",Alice,Jessica,14862,17352
baba_t0,BABA,t0,51,"Then, Jessica and Scott went to the store. Jessica gave a ring to",Scott,Jessica,4746,17352
baba_t0,BABA,t0,52,"Then, Alice and Steven went to the store. Alice gave a ring to",Steven,Alice,8239,14862
baba_t0,BABA,t0,53,"Then, David and Scott went to the store. David gave a ring to",Scott,David,4746,3271
baba_t0,BABA,t0,54,"Then, Helen and Jason went to the store. Helen gave a ring to",Jason,Helen,8982,22695
baba_t0,BABA,t0,55,"Then, James and Scott went to the store. James gave a ring to",Scott,James,4746,3700
baba_t0,BABA,t0,56,"Then, Kevin and Scott went to the store. Kevin gave a ring to",Scott,Kevin,4746,7939
baba_t0,BABA,t0,57,"Then, Robert and Jessica went to the store. Robert gave a ring to",Jessica,Robert,17352,5199
baba_t0,BABA,t0,58,"Then, Lisa and Bob went to the store. Lisa gave a ring to",Bob,Lisa,5811,15378
baba_t0,BABA,t0,59,"Then, Daniel and Karen went to the store. Daniel gave a ring to",Karen,Daniel,18678,7806
baba_t0,BABA,t0,60,"Then, Kevin and David went to the store. Kevin gave a ring to",David,Kevin,3271,7939
baba_t0,BABA,t0,61,"Then, Jessica and Emily went to the store. Jessica gave a ring to",Emily,Jessica,17608,17352
baba_t0,BABA,t0,62,"Then, James and Sarah went to the store. James gave a ring to",Sarah,James,10490,3700
baba_t0,BABA,t0,63,"Then, Sarah and Jason went to the store. Sarah gave a ring to",Jason,Sarah,8982,10490
baba_t0,BABA,t0,64,"Then, Lisa and Mary went to the store. Lisa gave a ring to",Mary,Lisa,5335,15378
baba_t0,BABA,t0,65,"Then, Michael and Susan went to the store. Michael gave a ring to",Susan,Michael,14919,3899
baba_t0,BABA,t0,66,"Then, Bob and Anna went to the store. Bob gave a ring to",Anna,Bob,11735,5811
baba_t0,BABA,t0,67,"Then, Susan and Bob went to the store. Susan gave a ring to",Bob,Susan,5811,14919
baba_t0,BABA,t0,68,"Then, Tom and Brian went to the store. Tom gave a ring to",Brian,Tom,8403,4186
baba_t0,BABA,t0,69,"Then, Mary and Helen went to the store. Mary gave a ring to",Helen,Mary,22695,5335
baba_t0,BABA,t0,70,"Then, Bob and Jason went to the store. Bob gave a ring to",Jason,Bob,8982,5811
baba_t0,BABA,t0,71,"Then, Steven and Eric went to the store. Steven gave a ring to",Eric,Steven,7651,8239
baba_t0,BABA,t0,72,"Then, Jason and Helen went to the store. Jason gave a ring to",Helen,Jason,22695,8982
baba_t0,BABA,t0,73,"Then, Susan and Scott went to the store. Susan gave a ring to",Scott,Susan,4746,14919
baba_t0,BABA,t0,74,"Then, Jason and Daniel went to the store. Jason gave a ring to",Daniel,Jason,7806,8982
baba_t0,BABA,t0,75,"Then, Jacob and Steven went to the store. Jacob gave a ring to",Steven,Jacob,8239,12806
baba_t0,BABA,t0,76,"Then, Emily and Karen went to the store. Emily gave a ring to",Karen,Emily,18678,17608
baba_t0,BABA,t0,77,"Then, James and Nancy went to the store. James gave a ring to",Nancy,James,18496,3700
baba_t0,BABA,t0,78,"Then, Susan and Eric went to the store. Susan gave a ring to",Eric,Susan,7651,14919
baba_t0,BABA,t0,79,"Then, Jason and Kevin went to the store. Jason gave a ring to",Kevin,Jason,7939,8982
baba_t0,BABA,t0,80,"Then, Kevin and Emma went to the store. Kevin gave a ring to",Emma,Kevin,18966,7939
baba_t0,BABA,t0,81,"Then, Robert and Michael went to the store. Robert gave a ring to",Michael,Robert,3899,5199
baba_t0,BABA,t0,82,"Then, Susan and Anna went to the store. Susan gave a ring to",Anna,Susan,11735,14919
baba_t0,BABA,t0,83,"Then, Steven and Mark went to the store. Steven gave a ring to",Mark,Steven,2940,8239
baba_t0,BABA,t0,84,"Then, Bob and Laura went to the store. Bob gave a ring to",Laura,Bob,16753,5811
baba_t0,BABA,t0,85,"Then, Lisa and David went to the store. Lisa gave a ring to",David,Lisa,3271,15378
baba_t0,BABA,t0,86,"Then, Anna and Alice went to the store. Anna gave a ring to",Alice,Anna,14862,11735
baba_t0,BABA,t0,87,"Then, Mark and Kevin went to the store. Mark gave a ring to",Kevin,Mark,7939,2940
baba_t0,BABA,t0,88,"Then, Nancy and David went to the store. Nancy gave a ring to",David,Nancy,3271,18496
baba_t0,BABA,t0,89,"Then, Emily and James went to the store. Emily gave a ring to",James,Emily,3700,17608
baba_t0,BABA,t0,90,"Then, Rachel and John went to the store. Rachel gave a ring to",John,Rachel,1757,15984
baba_t0,BABA,t0,91,"Then, Alice and Michael went to the store. Alice gave a ring to",Michael,Alice,3899,14862
baba_t0,BABA,t0,92,"Then, Emily and Steven went to the store. Emily gave a ring to",Steven,Emily,8239,17608
baba_t0,BABA,t0,93,"Then, Karen and Laura went to the store. Karen gave a ring to",Laura,Karen,16753,18678
baba_t0,BABA,t0,94,"Then, David and Sarah went to the store. David gave a ring to",Sarah,David,10490,3271
baba_t0,BABA,t0,95,"Then, Jason and Emma went to the store. Jason gave a ring to",Emma,Jason,18966,8982
baba_t0,BABA,t0,96,"Then, Alice and Mary went to the store. Alice gave a ring to",Mary,Alice,5335,14862
baba_t0,BABA,t0,97,"Then, Tom and Karen went to the store. Tom gave a ring to",Karen,Tom,18678,4186
baba_t0,BABA,t0,98,"Then, Steven and Nancy went to the store. Steven gave a ring to",Nancy,Steven,18496,8239
baba_t0,BABA,t0,99,"Then, Mary and Emily went to the store. Mary gave a ring to",Emily,Mary,17608,5335
baba_t0,BABA,t0,100,"Then, Kevin and Jason went to the store. Kevin gave a ring to",Jason,Kevin,8982,7939
baba_t0,BABA,t0,101,"Then, Helen and Mark went to the store. Helen gave a ring to",Mark,Helen,2940,22695
baba_t0,BABA,t0,102,"Then, Susan and Lisa went to the store. Susan gave a ring to",Lisa,Susan,15378,14919
baba_t0,BABA,t0,103,"Then, John and Bob went to the store. John gave a ring to",Bob,John,5811,1757
baba_t0,BABA,t0,104,"Then, Mark and Alice went to the store. Mark gave a ring to",Alice,Mark,14862,2940
baba_t0,BABA,t0,105,"Then, Lisa and James went to the store. Lisa gave a ring to",James,Lisa,3700,15378
baba_t0,BABA,t0,106,"Then, Daniel and Alice went to the store. Daniel gave a ring to",Alice,Daniel,14862,7806
baba_t0,BABA,t0,107,"Then, Laura and Bob went to the store. Laura gave a ring to",Bob,Laura,5811,16753
baba_t0,BABA,t0,108,"Then, Alice and Jason went to the store. Alice gave a ring to",Jason,Alice,8982,14862
baba_t0,BABA,t0,109,"Then, James and John went to the store. James gave a ring to",John,James,1757,3700
baba_t0,BABA,t0,110,"Then, Steven and Sarah went to the store. Steven gave a ring to",Sarah,Steven,10490,8239
baba_t0,BABA,t0,111,"Then, Rachel and James went to the store. Rachel gave a ring to",James,Rachel,3700,15984
baba_t0,BABA,t0,112,"Then, Mary and Karen went to the store. Mary gave a ring to",Karen,Mary,18678,5335
baba_t0,BABA,t0,113,"Then, Susan and Helen went to the store. Susan gave a ring to",Helen,Susan,22695,14919
baba_t0,BABA,t0,114,"Then, Scott and John went to the store. Scott gave a ring to",John,Scott,1757,4746
baba_t0,BABA,t0,115,"Then, Lisa and Emma went to the store. Lisa gave a ring to",Emma,Lisa,18966,15378
baba_t0,BABA,t0,116,"Then, Jason and Alice went to the store. Jason gave a ring to",Alice,Jason,14862,8982
baba_t0,BABA,t0,117,"Then, Bob and Michael went to the store. Bob gave a ring to",Michael,Bob,3899,5811
baba_t0,BABA,t0,118,"Then, Bob and Emily went to the store. Bob gave a ring to",Emily,Bob,17608,5811
baba_t0,BABA,t0,119,"Then, Jessica and Mark went to the store. Jessica gave a ring to",Mark,Jessica,2940,17352
baba_t0,BABA,t0,120,"Then, Emma and Laura went to the store. Emma gave a ring to",Laura,Emma,16753,18966
baba_t0,BABA,t0,121,"Then, Mary and Sarah went to the store. Mary gave a ring to",Sarah,Mary,10490,5335
